UF;COD_UF;COD_MUNIC;MUNICIPIO;POPULACAO_ESTIMADA
RJ;33;04144;Queimados;149135
RJ;33;04151;Quissamã;23142
RJ;33;04201;Resende;137697
RJ;33;04300;Rio Bonito;59126
RJ;33;04409;Rio Claro;17951
RJ;33;04508;Rio das Flores;9267
RJ;33;04524;Rio das Ostras;168455
RJ;33;04557;Rio de Janeiro;6730729
RJ;33;04607;Santa Maria Madalena;10580
RJ;33;04706;Santo Antônio de Pádua;43697
RJ;33;04755;São Francisco de Itabapoana;47397
RJ;33;04805;São Fidélis;41212
RJ;33;04904;São Gonçalo;960196
RJ;33;05000;São João da Barra;38740
RJ;33;05109;São João de Meriti;466503
RJ;33;05133;São José de Ubá;7318
RJ;33;05158;São José do Vale do Rio Preto;22813
RJ;33;05208;São Pedro da Aldeia;110677
RJ;33;05307;São Sebastião do Alto;7993
RJ;33;05406;Sapucaia;18291
RJ;33;05505;Saquarema;95315
RJ;33;05554;Seropédica;84794
RJ;33;05604;Silva Jardim;22028
RJ;33;05703;Sumidouro;15693
RJ;33;05752;Tanguá;32865
RJ;33;05802;Teresópolis;176735
RJ;33;05901;Trajano de Moraes;10654
RJ;33;06008;Três Rios;82319
RJ;33;06107;Valença;71449
RJ;33;06156;Varre-Sai;10563
RJ;33;06206;Vassouras;35907
RJ;33;06305;Volta Redonda;279971
SP;35;00105;Adamantina;35673
SP;35;00204;Adolfo;4505
SP;35;00303;Aguaí;32886
SP;35;00402;Águas da Prata;7463
SP;35;00501;Águas de Lindóia;18257
SP;35;00550;Águas de Santa Bárbara;7460
SP;35;00600;Águas de São Pedro;2928
SP;35;00709;Agudos;38988
SP;35;00758;Alambari;6373
SP;35;00808;Alfredo Marcondes;4574
SP;35;00907;Altair;3467
SP;35;01004;Altinópolis;17197
SP;35;01103;Alto Alegre;3874
SP;35;01152;Alumínio;17607
SP;35;01202;Álvares Florence;3979
SP;35;01301;Álvares Machado;28386
SP;35;01400;Álvaro de Carvalho;4901
SP;35;01509;Alvinlândia;2919
SP;35;01608;Americana;247571
SP;35;01707;Américo Brasiliense;33708
SP;35;01806;Américo de Campos;5981
SP;35;01905;Amparo;69792
SP;35;02002;Analândia;4694
SP;35;02101;Andradina;61625
SP;35;02200;Angatuba;24573
SP;35;02309;Anhembi;5766
SP;35;02408;Anhumas;4118
SP;35;02507;Aparecida;33141
SP;35;02606;Aparecida d'Oeste;4112
SP;35;02705;Apiaí;24857
SP;35;02754;Araçariguama;22314
SP;35;02804;Araçatuba;208415
SP;35;02903;Araçoiaba da Serra;33832
SP;35;03000;Aramina;5535
SP;35;03109;Arandu;7076
SP;35;03158;Arapeí;2355
SP;35;03208;Araraquara;253474
SP;35;03307;Araras;135744
SP;35;03356;Arco-Íris;2089
SP;35;03406;Arealva;8290
SP;35;03505;Areias;3617
SP;35;03604;Areiópolis;10242
SP;35;03703;Ariranha;7621
SP;35;03802;Artur Nogueira;53467
SP;35;03901;Arujá;90273
SP;35;03950;Aspásia;1875
SP;35;04008;Assis;104858
SP;35;04107;Atibaia;167161
SP;35;04206;Auriflama;13856
SP;35;04305;Avaí;4503
SP;35;04404;Avanhandava;11436
SP;35;04503;Avaré;96450
SP;35;04602;Bady Bassitt;29346
SP;35;04701;Balbinos;3969
SP;35;04800;Bálsamo;9902
SP;35;04909;Bananal;10097
SP;35;05005;Barão de Antonina;3632
SP;35;05104;Barbosa;5627
SP;35;05203;Bariri;32406
SP;35;05302;Barra Bonita;35129
SP;35;05351;Barra do Chapéu;5254
SP;35;05401;Barra do Turvo;6894
SP;35;05500;Barretos;126957
SP;35;05609;Barrinha;33304
SP;35;05708;Barueri;333737
SP;35;05807;Bastos;21936
SP;35;05906;Batatais;59939
SP;35;06003;Bauru;392947
SP;35;06102;Bebedouro;78257
SP;35;06201;Bento de Abreu;2640
SP;35;06300;Bernardino de Campos;11881
SP;35;06359;Bertioga;67436
SP;35;06409;Bilac;7464
SP;35;06508;Birigui;123340
SP;35;06607;Biritiba Mirim;30564
SP;35;06706;Boa Esperança do Sul;13113
SP;35;06805;Bocaina;11480
SP;35;06904;Bofete;10710
SP;35;07001;Boituva;63850
SP;35;07100;Bom Jesus dos Perdões;22579
SP;35;07159;Bom Sucesso de Itararé;3609
SP;35;07209;Borá;932
SP;35;07308;Boracéia;4838
SP;35;07407;Borborema;14405
SP;35;07456;Borebi;2801
SP;35;07506;Botucatu;151053
SP;35;07605;Bragança Paulista;185688
SP;35;07704;Braúna;5477
SP;35;07753;Brejo Alegre;2605
SP;35;07803;Brodowski;26314
SP;35;07902;Brotas;24501
SP;35;08009;Buri;20731
SP;35;08108;Buritama;17658
SP;35;08207;Buritizal;4458
SP;35;08306;Cabrália Paulista;4360
SP;35;08405;Cabreúva;48654
SP;35;08504;Caçapava;100071
SP;35;08603;Cachoeira Paulista;32534
SP;35;08702;Caconde;17228
SP;35;08801;Cafelândia;16907
SP;35;08900;Caiabu;3726
SP;35;09007;Caieiras;98549
SP;35;09106;Caiuá;5599
SP;35;09205;Cajamar;98365
SP;35;09254;Cajati;29262
SP;35;09304;Cajobi;9210
SP;35;09403;Cajuru;24233
SP;35;09452;Campina do Monte Alegre;6090
SP;35;09502;Campinas;1187974
SP;35;09601;Campo Limpo Paulista;79781
SP;35;09700;Campos do Jordão;47956
SP;35;09809;Campos Novos Paulista;5003
SP;35;09908;Cananéia;12491
SP;35;09957;Canas;5068
SP;35;10005;Cândido Mota;30157
SP;35;10104;Cândido Rodrigues;2959
SP;35;10153;Canitar;6589
SP;35;10203;Capão Bonito;47409
SP;35;10302;Capela do Alto;23777
SP;35;10401;Capivari;51369
SP;35;10500;Caraguatatuba;142248
SP;35;10609;Carapicuíba;398236
SP;35;10708;Cardoso;11476
SP;35;10807;Casa Branca;28779
SP;35;10906;Cássia dos Coqueiros;2861
SP;35;11003;Castilho;20485
SP;35;11102;Catanduva;119275
SP;35;11201;Catiguá;7101
SP;35;11300;Cedral;13314
SP;35;11409;Cerqueira César;22210
SP;35;11508;Cerquilho;46391
SP;35;11607;Cesário Lange;19707
SP;35;11706;Charqueada;15814
SP;35;11904;Clementina;7084
SP;35;12001;Colina;18880
SP;35;12100;Colômbia;6802
SP;35;12209;Conchal;29132
SP;35;12308;Conchas;15345
SP;35;12407;Cordeirópolis;25286
SP;35;12506;Coroados;5504
SP;35;12605;Coronel Macedo;4271
SP;35;12704;Corumbataí;4296
SP;35;12803;Cosmópolis;61167
SP;35;12902;Cosmorama;9019
SP;35;13009;Cotia;289493
SP;35;13108;Cravinhos;34307
SP;35;13207;Cristais Paulista;9600
SP;35;13306;Cruzália;2123
SP;35;13405;Cruzeiro;76444
SP;35;13504;Cubatão;114870
SP;35;13603;Cunha;22460
SP;35;13702;Descalvado;32663
SP;35;13801;Diadema;403579
SP;35;13850;Dirce Reis;1639
SP;35;13900;Divinolândia;11305
SP;35;14007;Dobrada;8986
SP;35;14106;Dois Córregos;24847
SP;35;14205;Dolcinópolis;2254
SP;35;14304;Dourado;8169
SP;35;14403;Dracena;46735
SP;35;14502;Duartina;12532
SP;35;14601;Dumont;9764
SP;35;14700;Echaporã;6291
SP;35;14809;Eldorado;13109
SP;35;14908;Elias Fausto;18168
SP;35;14924;Elisiário;3190
SP;35;14957;Embaúba;2349
SP;35;15004;Embu das Artes;259788
SP;35;15103;Embu-Guaçu;68913
SP;35;15129;Emilianópolis;3061
SP;35;15152;Engenheiro Coelho;20261
SP;35;15186;Espírito Santo do Pinhal;40610
SP;35;15194;Espírito Santo do Turvo;4214
SP;35;15202;Estrela d'Oeste;9696
SP;35;15301;Estrela do Norte;2751
SP;35;15350;Euclides da Cunha Paulista;7883
SP;35;15400;Fartura;17029
SP;35;15509;Fernandópolis;73508
SP;35;15608;Fernando Prestes;6080
SP;35;15657;Fernão;1692
SP;35;15707;Ferraz de Vasconcelos;186479
SP;35;15806;Flora Rica;1483
SP;35;15905;Floreal;2747
SP;35;16002;Flórida Paulista;13175
SP;35;16101;Florínea;4022
SP;35;16200;Franca;365494
SP;35;16309;Francisco Morato;171476
SP;35;16408;Franco da Rocha;150241
SP;35;16507;Gabriel Monteiro;2813
SP;35;16606;Gália;6413
SP;35;16705;Garça;43081
SP;35;16804;Gastão Vidigal;3203
SP;35;16853;Gavião Peixoto;4806
SP;35;16903;General Salgado;10437
SP;35;17000;Getulina;10337
SP;35;17109;Glicério;4158
SP;35;17208;Guaiçara;11478
SP;35;17307;Guaimbê;5609
SP;35;17406;Guaíra;40489
SP;35;17505;Guapiaçu;22445
SP;35;17604;Guapiara;17225
SP;35;17703;Guará;18748
SP;35;17802;Guaraçaí;7453
SP;35;17901;Guaraci;10554
SP;35;18008;Guarani d'Oeste;1999
SP;35;18107;Guarantã;6532
SP;35;18206;Guararapes;31888
SP;35;18305;Guararema;32620
SP;35;18404;Guaratinguetá;121916
SP;35;18503;Guareí;15285
SP;35;18602;Guariba;38678
SP;35;18701;Guarujá;294871
SP;35;18800;Guarulhos;1349100
SP;35;18859;Guatapará;7474
SP;35;18909;Guzolândia;4259
SP;35;19006;Herculândia;9316
SP;35;19055;Holambra;15718
SP;35;19071;Hortolândia;248842
SP;35;19105;Iacanga;10648
SP;35;19204;Iacri;6197
SP;35;19253;Iaras;8313
SP;35;19303;Ibaté;33160
SP;35;19402;Ibirá;11952
SP;35;19501;Ibirarema;6450
SP;35;19600;Ibitinga;62143
SP;35;19709;Ibiúna;77801
SP;35;19808;Icém;7982
SP;35;19907;Iepê;7739
SP;35;20004;Igaraçu do Tietê;23421
SP;35;20103;Igarapava;26696
SP;35;20202;Igaratá;10984
SP;35;20301;Iguape;29891
SP;35;20400;Ilhabela;36559
SP;35;20426;Ilha Comprida;14104
SP;35;20442;Ilha Solteira;26257
SP;35;20509;Indaiatuba;269657
SP;35;20608;Indiana;5200
SP;35;20707;Indiaporã;4113
SP;35;20806;Inúbia Paulista;3671
SP;35;20905;Ipaussu;13935
SP;35;21002;Iperó;38277
SP;35;21101;Ipeúna;7027
SP;35;21150;Ipiguá;7115
SP;35;21200;Iporanga;4083
SP;35;21309;Ipuã;14701
SP;35;21408;Iracemápolis;22500
SP;35;21507;Irapuã;6932
SP;35;21606;Irapuru;7120
SP;35;21705;Itaberá;18263
SP;35;21804;Itaí;25979
SP;35;21903;Itajobi;17502
SP;35;22000;Itaju;3715
SP;35;22109;Itanhaém;118495
SP;35;22158;Itaoca;3497
SP;35;22208;Itapecerica da Serra;163003
SP;35;22307;Itapetininga;164256
SP;35;22406;Itapeva;92393
SP;35;22505;Itapevi;242995
SP;35;22604;Itapira;74038
SP;35;22653;Itapirapuã Paulista;4420
SP;35;22703;Itápolis;40445
SP;35;22802;Itaporanga;14245
SP;35;22901;Itapuí;14035
SP;35;23008;Itapura;4002
SP;35;23107;Itaquaquecetuba;382983
SP;35;23206;Itararé;45213
SP;35;23305;Itariri;15916
SP;35;23404;Itatiba;127112
SP;35;23503;Itatinga;19462
SP;35;23602;Itirapina;16454
SP;35;23701;Itirapuã;5857
SP;35;23800;Itobi;8227
SP;35;23909;Itu;175047
SP;35;24006;Itupeva;74994
SP;35;24105;Ituverava;38413
SP;35;24204;Jaborandi;6280
SP;35;24303;Jaboticabal;73473
SP;35;24402;Jacareí;250952
SP;35;24501;Jaci;7944
SP;35;24600;Jacupiranga;16216
SP;35;24709;Jaguariúna;62309
SP;35;24808;Jales;50078
SP;35;24907;Jambeiro;6611
SP;35;25003;Jandira;121550
SP;35;25102;Jardinópolis;47125
SP;35;25201;Jarinu;40007
SP;35;25300;Jaú;137409
SP;35;25409;Jeriquara;4000
SP;35;25508;Joanópolis;13131
SP;35;25607;João Ramalho;4464
SP;35;25706;José Bonifácio;37992
SP;35;25805;Júlio Mesquita;4302
SP;35;25854;Jumirim;3132
SP;35;25904;Jundiaí;463039
SP;35;26001;Junqueirópolis;20939
SP;35;26100;Juquiá;17184
SP;35;26209;Juquitiba;27969
SP;35;26308;Lagoinha;5183
SP;35;26407;Laranjal Paulista;27044
SP;35;26506;Lavínia;9940
SP;35;26605;Lavrinhas;7348
SP;35;26704;Leme;101537
SP;35;26803;Lençóis Paulista;68568
SP;35;26902;Limeira;301292
SP;35;27009;Lindóia;7158
SP;35;27108;Lins;76844
SP;35;27207;Lorena;87468
SP;35;27256;Lourdes;1962
SP;35;27306;Louveira;54865
SP;35;27405;Lucélia;20378
SP;35;27504;Lucianópolis;2423
SP;35;27603;Luís Antônio;12564
SP;35;27702;Luiziânia;4740
SP;35;27801;Lupércio;4004
SP;35;27900;Lutécia;2697
SP;35;28007;Macatuba;17140
SP;35;28106;Macaubal;7581
SP;35;28205;Macedônia;4058
SP;35;28304;Magda;3211
SP;35;28403;Mairinque;51888
SP;35;28502;Mairiporã;97835
SP;35;28601;Manduri;10122
SP;35;28700;Marabá Paulista;4619
SP;35;28809;Maracaí;12804
SP;35;28858;Marapoama;3415
SP;35;28908;Mariápolis;3526
SP;35;29005;Marília;247348
SP;35;29104;Marinópolis;1862
SP;35;29203;Martinópolis;25240
SP;35;29302;Matão;81075
SP;35;29401;Mauá;429014
SP;35;29500;Mendonça;6420
SP;35;29609;Meridiano;4721
SP;35;29658;Mesópolis;1990
SP;35;29708;Miguelópolis;19621
SP;35;29807;Mineiros do Tietê;11322
SP;35;29906;Miracatu;18610
SP;35;30003;Mira Estrela;3209
SP;35;30102;Mirandópolis;28754
SP;35;30201;Mirante do Paranapanema;16031
SP;35;30300;Mirassol;65811
SP;35;30409;Mirassolândia;4783
SP;35;30508;Mococa;69372
SP;35;30607;Mogi das Cruzes;470302
SP;35;30706;Mogi Guaçu;160318
SP;35;30805;Mogi Mirim;95742
SP;35;30904;Mombuca;3830
SP;35;31001;Monções;1947
SP;35;31100;Mongaguá;64845
SP;35;31209;Monte Alegre do Sul;8923
SP;35;31308;Monte Alto;48758
SP;35;31407;Monte Aprazível;22668
SP;35;31506;Monte Azul Paulista;18337
SP;35;31605;Monte Castelo;4306
SP;35;31704;Monteiro Lobato;4205
SP;35;31803;Monte Mor;67832
SP;35;31902;Morro Agudo;28521
SP;35;32009;Morungaba;14147
SP;35;32058;Motuca;4071
SP;35;32108;Murutinga do Sul;3748
SP;35;32157;Nantes;2697
SP;35;32207;Narandiba;5956
SP;35;32306;Natividade da Serra;7155
SP;35;32405;Nazaré Paulista;18675
SP;35;32504;Neves Paulista;9953
SP;35;32603;Nhandeara;9915
SP;35;32702;Nipoã;4876
SP;35;32801;Nova Aliança;6885
SP;35;32827;Nova Campina;8630
SP;35;32843;Nova Canaã Paulista;2055
SP;35;32868;Nova Castilho;1072
SP;35;32900;Nova Europa;9459
SP;35;33007;Nova Granada;19733
SP;35;33106;Nova Guataporanga;2188
SP;35;33205;Nova Independência;4847
SP;35;33254;Novais;4463
SP;35;33304;Nova Luzitânia;2817
SP;35;33403;Nova Odessa;64596
SP;35;33502;Novo Horizonte;39494
SP;35;33601;Nuporanga;7570
SP;35;33700;Ocauçu;4418
SP;35;33809;Óleo;2535
SP;35;33908;Olímpia;56874
SP;35;34005;Onda Verde;4942
SP;35;34104;Oriente;6180
SP;35;34203;Orindiúva;6157
SP;35;34302;Orlândia;39144
SP;35;34401;Osasco;759524
SP;35;34500;Oscar Bressane;2502
SP;35;34609;Osvaldo Cruz;32112
SP;35;34708;Ourinhos;106911
SP;35;34757;Ouroeste;10660
SP;35;34807;Ouro Verde;7900
SP;35;34906;Pacaembu;15273
SP;35;35002;Palestina;11704
SP;35;35101;Palmares Paulista;9666
SP;35;35200;Palmeira d'Oeste;8971
SP;35;35309;Palmital;19714
SP;35;35408;Panorama;15227
SP;35;35507;Paraguaçu Paulista;42049
SP;35;35606;Paraibuna;17959
SP;35;35705;Paraíso;6218
SP;35;35804;Paranapanema;19853
SP;35;35903;Paranapuã;4118
SP;35;36000;Parapuã;10720
SP;35;36109;Pardinho;7435
SP;35;36208;Pariquera-Açu;19603
SP;35;36257;Parisi;3030
SP;35;36307;Patrocínio Paulista;14888
SP;35;36406;Paulicéia;8255
SP;35;36505;Paulínia;116674
SP;35;36570;Paulistânia;2156
SP;35;36604;Paulo de Faria;7390
SP;35;36703;Pederneiras;46337
SP;35;36802;Pedra Bela;6745
SP;35;36901;Pedranópolis;2856
SP;35;37008;Pedregulho;15737
SP;35;37107;Pedreira;44385
SP;35;37156;Pedrinhas Paulista;2833
SP;35;37206;Pedro de Toledo;11617
SP;35;37305;Penápolis;63426
SP;35;37404;Pereira Barreto;24360
SP;35;37503;Pereiras;9013
SP;35;37602;Peruíbe;70629
SP;35;37701;Piacatu;5631
SP;35;37800;Piedade;54266
SP;35;37909;Pilar do Sul;28459
SP;35;38006;Pindamonhangaba;172681
SP;35;38105;Pindorama;14704
SP;35;38204;Pinhalzinho;15676
SP;35;38303;Piquerobi;3287
SP;35;38501;Piquete;12516
SP;35;38600;Piracaia;26795
SP;35;38709;Piracicaba;440835
SP;35;38808;Piraju;30294
SP;35;38907;Pirajuí;22734
SP;35;39004;Pirangi;11085
SP;35;39103;Pirapora do Bom Jesus;18925
SP;35;39202;Pirapozinho;26097
SP;35;39301;Pirassununga;75594
SP;35;39400;Piratininga;15657
SP;35;39509;Pitangueiras;34361
SP;35;39608;Planalto;4451
SP;35;39707;Platina;3055
SP;35;39806;Poá;106355
SP;35;39905;Poloni;5702
SP;35;40002;Pompéia;20520
SP;35;40101;Pongaí;3440
SP;35;40200;Pontal;38286
SP;35;40259;Pontalinda;4198
SP;35;40309;Pontes Gestal;2411
SP;35;40408;Populina;4182
SP;35;40507;Porangaba;10850
SP;35;40606;Porto Feliz;58605
SP;35;40705;Porto Ferreira;53966
SP;35;40754;Potim;20801
SP;35;40804;Potirendaba;19097
SP;35;40853;Pracinha;2589
SP;35;40903;Pradópolis;17299
SP;35;41000;Praia Grande;368539
SP;35;41059;Pratânia;5264
SP;35;41109;Presidente Alves;3830
SP;35;41208;Presidente Bernardes;14803
SP;35;41307;Presidente Epitácio;40322
SP;35;41406;Presidente Prudente;234706
SP;35;41505;Presidente Venceslau;35810
SP;35;41604;Promissão;35973
SP;35;41653;Quadra;3477
SP;35;41703;Quatá;13412
SP;35;41802;Queiroz;3366
SP;35;41901;Queluz;9074
SP;35;42008;Quintana;7260
SP;35;42107;Rafard;9145
SP;35;42206;Rancharia;29387
SP;35;42305;Redenção da Serra;4637
SP;35;42404;Regente Feijó;20620
SP;35;42503;Reginópolis;7820
SP;35;42602;Registro;61927
SP;35;42701;Restinga;6486
SP;35;42800;Ribeira;3158
SP;35;42909;Ribeirão Bonito;11040
SP;35;43006;Ribeirão Branco;18942
SP;35;43105;Ribeirão Corrente;4717
SP;35;43204;Ribeirão do Sul;4776
SP;35;43238;Ribeirão dos Índios;2040
SP;35;43253;Ribeirão Grande;7571
SP;35;43303;Ribeirão Pires;118954
SP;35;43402;Ribeirão Preto;731639
SP;35;43501;Riversul;5628
SP;35;43600;Rifaina;4179
SP;35;43709;Rincão;9101
SP;35;43808;Rinópolis;9334
SP;35;43907;Rio Claro;210323
SP;35;44004;Rio das Pedras;32329
SP;35;44103;Rio Grande da Serra;45324
SP;35;44202;Riolândia;10444
SP;35;44251;Rosana;17434
SP;35;44301;Roseira;11137
SP;35;44400;Rubiácea;2740
SP;35;44509;Rubinéia;3998
SP;35;44608;Sabino;5182
SP;35;44707;Sagres;2522
SP;35;44806;Sales;6645
SP;35;44905;Sales Oliveira;11683
SP;35;45001;Salesópolis;15381
SP;35;45100;Salmourão;4883
SP;35;45159;Saltinho;8407
SP;35;45209;Salto;141111
SP;35;45308;Salto de Pirapora;45262
SP;35;45407;Salto Grande;9221
SP;35;45506;Sandovalina;3697
SP;35;45605;Santa Adélia;14193
SP;35;45704;Santa Albertina;6566
SP;35;45803;Santa Bárbara d'Oeste;189456
SP;35;46009;Santa Branca;14219
SP;35;46108;Santa Clara d'Oeste;2694
SP;35;46207;Santa Cruz da Conceição;4375
SP;35;46256;Santa Cruz da Esperança;2168
SP;35;46306;Santa Cruz das Palmeiras;29489
SP;35;46405;Santa Cruz do Rio Pardo;47759
SP;35;46504;Santa Ernestina;6274
SP;35;46603;Santa Fé do Sul;36288
SP;35;46702;Santa Gertrudes;23192
SP;35;46801;Santa Isabel;54691
SP;35;46900;Santa Lúcia;7144
SP;35;47007;Santa Maria da Serra;5308
SP;35;47106;Santa Mercedes;3017
SP;35;47205;Santana da Ponte Pensa;1699
SP;35;47304;Santana de Parnaíba;163787
SP;35;47403;Santa Rita d'Oeste;2796
SP;35;47502;Santa Rita do Passa Quatro;24996
SP;35;47601;Santa Rosa de Viterbo;23710
SP;35;47650;Santa Salete;1692
SP;35;47700;Santo Anastácio;17960
SP;35;47809;Santo André;782048
SP;35;47908;Santo Antônio da Alegria;6933
SP;35;48005;Santo Antônio de Posse;23867
SP;35;48054;Santo Antônio do Aracanguá;8593
SP;35;48104;Santo Antônio do Jardim;6243
SP;35;48203;Santo Antônio do Pinhal;7314
SP;35;48302;Santo Expedito;3069
SP;35;48401;Santópolis do Aguapeí;3921
SP;35;48500;Santos;429547
SP;35;48609;São Bento do Sapucaí;11989
SP;35;48708;São Bernardo do Campo;841154
SP;35;48807;São Caetano do Sul;172693
SP;35;48906;São Carlos;266427
SP;35;49003;São Francisco;2623
SP;35;49102;São João da Boa Vista;96080
SP;35;49201;São João das Duas Pontes;2623
SP;35;49250;São João de Iracema;1882
SP;35;49300;São João do Pau d'Alho;2293
SP;35;49409;São Joaquim da Barra;49885
SP;35;49508;São José da Bela Vista;7664
SP;35;49607;São José do Barreiro;3888
SP;35;49706;São José do Rio Pardo;53427
SP;35;49805;São José do Rio Preto;504166
SP;35;49904;São José dos Campos;727078
SP;35;49953;São Lourenço da Serra;16479
SP;35;50001;São Luiz do Paraitinga;10487
SP;35;50100;São Manuel;38131
SP;35;50209;São Miguel Arcanjo;32924
SP;35;50308;São Paulo;11904961
SP;35;50407;São Pedro;39855
SP;35;50506;São Pedro do Turvo;7333
SP;35;50605;São Roque;81366
SP;35;50704;São Sebastião;84280
SP;35;50803;São Sebastião da Grama;10428
SP;35;50902;São Simão;13560
SP;35;51009;São Vicente;338326
SP;35;51108;Sarapuí;10677
SP;35;51207;Sarutaiá;3772
SP;35;51306;Sebastianópolis do Sul;3191
SP;35;51405;Serra Azul;13108
SP;35;51504;Serrana;45580
SP;35;51603;Serra Negra;31047
SP;35;51702;Sertãozinho;132176
SP;35;51801;Sete Barras;12903
SP;35;51900;Severínia;14693
SP;35;52007;Silveiras;6329
SP;35;52106;Socorro;41527
SP;35;52205;Sorocaba;762172
SP;35;52304;Sud Mennucci;7464
SP;35;52403;Sumaré;291116
SP;35;52502;Suzano;320261
SP;35;52551;Suzanápolis;3465
SP;35;52601;Tabapuã;11498
SP;35;52700;Tabatinga;14997
SP;35;52809;Taboão da Serra;285307
SP;35;52908;Taciba;6418
SP;35;53005;Taguaí;13068
SP;35;53104;Taiaçu;5744
SP;35;53203;Taiúva;6770
SP;35;53302;Tambaú;21650
SP;35;53401;Tanabi;26071
SP;35;53500;Tapiraí;8122
SP;35;53609;Tapiratiba;11903
SP;35;53658;Taquaral;2649
SP;35;53708;Taquaritinga;53264
SP;35;53807;Taquarituba;24932
SP;35;53856;Taquarivaí;7170
SP;35;53906;Tarabai;6633
SP;35;53955;Tarumã;15315
SP;35;54003;Tatuí;129130
SP;35;54102;Taubaté;322397
SP;35;54201;Tejupá;4119
SP;35;54300;Teodoro Sampaio;22598
SP;35;54409;Terra Roxa;7965
SP;35;54508;Tietê;38723
SP;35;54607;Timburi;2484
SP;35;54656;Torre de Pedra;2056
SP;35;54706;Torrinha;9484
SP;35;54755;Trabiju;1724
SP;35;54805;Tremembé;53426
SP;35;54904;Três Fronteiras;7060
SP;35;54953;Tuiuti;6976
SP;35;55000;Tupã;65433
SP;35;55109;Tupi Paulista;16259
SP;35;55208;Turiúba;1835
SP;35;55307;Turmalina;1662
SP;35;55356;Ubarana;5458
SP;35;55406;Ubatuba;97096
SP;35;55505;Ubirajara;5289
SP;35;55604;Uchoa;10670
SP;35;55703;União Paulista;1628
SP;35;55802;Urânia;8973
SP;35;55901;Uru;1424
SP;35;56008;Urupês;14073
SP;35;56107;Valentim Gentil;14634
SP;35;56206;Valinhos;132258
SP;35;56305;Valparaíso;24779
SP;35;56354;Vargem;10863
SP;35;56404;Vargem Grande do Sul;41256
SP;35;56453;Vargem Grande Paulista;52352
SP;35;56503;Várzea Paulista;119655
SP;35;56602;Vera Cruz;10274
SP;35;56701;Vinhedo;79089
SP;35;56800;Viradouro;17685
SP;35;56909;Vista Alegre do Alto;8368
SP;35;56958;Vitória Brasil;1828
SP;35;57006;Votorantim;133510
SP;35;57105;Votuporanga;100568
SP;35;57154;Zacarias;2773
SP;35;57204;Chavantes;12415
SP;35;57303;Estiva Gerbi;11609
PR;41;00103;Abatiá;7233
PR;41;00202;Adrianópolis;6319
PR;41;00301;Agudos do Sul;10770
PR;41;00400;Almirante Tamandaré;125861
PR;41;00459;Altamira do Paraná;3496
PR;41;00509;Altônia;18634
PR;41;00608;Alto Paraná;14183
PR;41;00707;Alto Piquiri;9771
PR;41;00806;Alvorada do Sul;10481
PR;41;00905;Amaporã;4688
PR;41;01002;Ampére;20337
PR;41;01051;Anahy;2971
PR;41;01101;Andirá;19989
PR;41;01150;Ângulo;3357
PR;41;01200;Antonina;18140
PR;41;01309;Antônio Olinto;7048
PR;41;01408;Apucarana;134910
PR;41;01507;Arapongas;124838
PR;41;01606;Arapoti;26325
PR;41;01655;Arapuã;3573
PR;41;01705;Araruna;14894
PR;41;01804;Araucária;162247
PR;41;01853;Ariranha do Ivaí;2351
PR;41;01903;Assaí;13477
PR;41;02000;Assis Chateaubriand;38357
PR;41;02109;Astorga;26203
PR;41;02208;Atalaia;4046
PR;41;02307;Balsa Nova;13867
PR;41;02406;Bandeirantes;31747
PR;41;02505;Barbosa Ferraz;10580
PR;41;02604;Barracão;9903
PR;41;02703;Barra do Jacaré;2872
PR;41;02752;Bela Vista da Caroba;4122
PR;41;02802;Bela Vista do Paraíso;14982
PR;41;02901;Bituruna;15650
PR;41;03008;Boa Esperança;4595
PR;41;03024;Boa Esperança do Iguaçu;2421
PR;41;03040;Boa Ventura de São Roque;6241
PR;41;03057;Boa Vista da Aparecida;8023
PR;41;03107;Bocaiúva do Sul;13405
PR;41;03156;Bom Jesus do Sul;4072
PR;41;03206;Bom Sucesso;6674
PR;41;03222;Bom Sucesso do Sul;3244
PR;41;03305;Borrazópolis;7818
PR;41;03354;Braganey;4745
PR;41;03370;Brasilândia do Sul;3861
PR;41;03404;Cafeara;2648
PR;41;03453;Cafelândia;20145
PR;41;03479;Cafezal do Sul;4580
PR;41;03503;Califórnia;8963
PR;41;03602;Cambará;23393
PR;41;03701;Cambé;110923
PR;41;03800;Cambira;10045
PR;41;03909;Campina da Lagoa;16014
PR;41;03958;Campina do Simão;3954
PR;41;04006;Campina Grande do Sul;50600
PR;41;04055;Campo Bonito;3997
PR;41;04105;Campo do Tenente;7693
PR;41;04204;Campo Largo;144504
PR;41;04253;Campo Magro;31888
PR;41;04303;Campo Mourão;104122
PR;41;04402;Cândido de Abreu;15081
PR;41;04428;Candói;15174
PR;41;04451;Cantagalo;10672
PR;41;04501;Capanema;21088
PR;41;04600;Capitão Leônidas Marques;14776
PR;41;04659;Carambeí;24469
PR;41;04709;Carlópolis;17788
PR;41;04808;Cascavel;368195
PR;41;04907;Castro;75644
PR;41;05003;Catanduvas;10621
PR;41;05102;Centenário do Sul;10903
PR;41;05201;Cerro Azul;16287
PR;41;05300;Céu Azul;11255
PR;41;05409;Chopinzinho;21604
PR;41;05508;Cianorte;82988
PR;41;05607;Cidade Gaúcha;11705
PR;41;05706;Clevelândia;14833
PR;41;05805;Colombo;241672
